TEAM_ID,TEAM_CITY,TEAM_NAME,YEAR,GP,WINS,LOSSES,WIN_PCT,CONF_RANK,DIV_RANK,PO_WINS,PO_LOSSES,CONF_COUNT,DIV_COUNT,NBA_FINALS_APPEARANCE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,PTS_RANK
1610612759,San Antonio,Spurs,1976-77,82,44,38,0.537,4,3,0,2,11,6,N/A,3711,0.0,0.0,0,0.0,0.0,0,30.75609756097561,0.797,1110,2550,44.63414634146341,25.79268292682927,23.975609756097562,10.451219512195122,1770,6.085365853658536,115.02439024390245,1
1610612759,San Antonio,Spurs,1977-78,82,52,30,0.634,2,1,2,4,11,6,N/A,3794,0.0,0.0,0,0.0,0.0,0,27.24390243902439,0.804,1030,2594,44.19512195121951,27.317073170731707,22.817073170731707,9.71951219512195,1665,6.7439024390243905,114.45121951219512,2
1610612759,San Antonio,Spurs,1978-79,82,48,34,0.585,2,1,7,7,11,6,N/A,3927,0.0,0.0,0,0.0,0.0,0,29.548780487804876,0.795,1096,2619,45.30487804878049,28.20731707317073,25.25609756097561,10.109756097560975,1652,6.2073170731707314,119.26829268292683,1
1610612759,San Antonio,Spurs,1979-80,82,41,41,0.5,4,2,1,2,11,6,N/A,3856,0.0,0.0,52,0.0,0.0,0,30.829268292682926,0.801,1153,2515,44.73170731707317,28.365853658536587,25.646341463414632,9.402439024390244,1589,4.060975609756097,119.36585365853658,1
1610612759,San Antonio,Spurs,1980-81,82,52,30,0.634,2,1,3,4,12,6,N/A,3571,0.0,0.0,15,0.0,0.0,0,32.53658536585366,0.769,1304,2582,47.390243902439025,24.975609756097562,25.78048780487805,8.353658536585366,1533,7.841463414634147,112.3048780487805,3
1610612759,San Antonio,Spurs,1981-82,82,48,34,0.585,2,1,4,5,12,6,N/A,3698,0.0,0.0,64,0.0,0.0,0,28.475609756097562,0.776,1253,2537,46.21951219512195,27.524390243902438,27.036585365853657,7.317073170731708,1293,6.7682926829268295,113.07317073170732,3
1610612759,San Antonio,Spurs,1982-83,82,53,29,0.646,2,1,6,5,12,6,N/A,3697,89.51219512195122,0.504,94,3.7560975609756095,0.305,1887,30.097560975609756,0.765,1232,2599,46.71951219512195,27.573170731707318,25.548780487804876,8.231707317073171,1504,5.719512195121951,114.32926829268293,3
1610612759,San Antonio,Spurs,1983-84,82,37,45,0.451,9,5,0,0,12,6,N/A,3909,94.15853658536585,0.506,79,3.207317073170732,0.3,1965,31.75609756097561,0.755,1230,2528,45.829268292682926,28.79268292682927,26.170731707317074,8.353658536585366,1447,5.987804878048781,120.26829268292683,2
1610612759,San Antonio,Spurs,1984-85,82,41,41,0.5,6,4,2,3,12,6,N/A,3698,87.82926829268293,0.513,55,2.4634146341463414,0.272,1961,31.353658536585368,0.763,1127,2470,43.86585365853659,28.24390243902439,26.585365853658537,9.231707317073171,1542,5.402439024390244,114.78048780487805,6
1610612759,San Antonio,Spurs,1985-86,82,35,47,0.427,8,6,0,3,12,6,N/A,3596,86.63414634146342,0.506,46,2.3902439024390243,0.235,1882,30.76829268292683,0.746,1069,2413,42.46341463414634,27.5609756097561,25.79268292682927,9.75609756097561,1624,4.7560975609756095,111.21951219512195,10
1610612759,San Antonio,Spurs,1986-87,82,28,54,0.341,11,6,0,0,12,6,N/A,3532,90.92682926829268,0.474,117,4.914634146341464,0.29,1701,27.951219512195124,0.742,1285,2347,44.292682926829265,27.073170731707318,23.536585365853657,9.585365853658537,1406,3.9634146341463414,108.3170731707317,14
1610612759,San Antonio,Spurs,1987-88,82,31,51,0.378,8,5,0,3,12,6,N/A,3706,92.1829268292683,0.49,133,5.024390243902439,0.323,1769,29.414634146341463,0.733,1184,2335,42.91463414634146,28.585365853658537,24.28048780487805,9.012195121951219,1418,5.7073170731707314,113.58536585365853,4
1610612759,San Antonio,Spurs,1988-89,82,21,61,0.256,11,5,0,0,13,6,N/A,3469,90.35365853658537,0.468,63,3.573170731707317,0.215,1651,28.865853658536587,0.698,1295,2181,42.390243902439025,24.841463414634145,26.25609756097561,11.71951219512195,1712,5.158536585365853,105.51219512195122,19
1610612759,San Antonio,Spurs,1989-90,82,56,26,0.683,2,1,6,4,14,7,N/A,3388,85.32926829268293,0.484,54,2.7560975609756095,0.239,1888,30.914634146341463,0.745,1163,2474,44.353658536585364,24.841463414634145,22.609756097560975,9.74390243902439,1399,6.7560975609756095,106.3170731707317,17
1610612759,San Antonio,Spurs,1990-91,82,55,27,0.671,2,1,1,3,14,7,N/A,3409,85.21951219512195,0.488,81,3.6219512195121952,0.273,1883,29.98780487804878,0.766,1131,2657,46.19512195121951,26.097560975609756,23.121951219512194,8.170731707317072,1445,6.963414634146342,107.09756097560975,9
1610612759,San Antonio,Spurs,1991-92,82,47,35,0.573,5,2,0,3,13,6,N/A,3377,86.46341463414635,0.476,118,4.926829268292683,0.292,1652,27.390243902439025,0.736,1229,2552,46.109756097560975,24.51219512195122,21.9390243902439,8.890243902439025,1308,7.414634146341464,103.95121951219512,16
1610612759,San Antonio,Spurs,1992-93,82,49,33,0.598,5,2,5,5,13,6,N/A,3311,82.46341463414635,0.49,236,8.439024390243903,0.341,1794,28.609756097560975,0.765,919,2542,42.207317073170735,24.536585365853657,22.48780487804878,7.097560975609756,1227,6.2682926829268295,105.51219512195122,12
1610612759,San Antonio,Spurs,1993-94,82,55,27,0.671,4,2,1,3,13,6,N/A,3178,81.5609756097561,0.475,249,8.707317073170731,0.349,1597,26.23170731707317,0.742,1189,2597,46.170731707317074,23.121951219512194,20.26829268292683,6.841463414634147,1198,5.487804878048781,100.02439024390245,20
1610612759,San Antonio,Spurs,1994-95,82,62,20,0.756,1,1,9,6,13,6,N/A,3236,81.54878048780488,0.484,434,14.121951219512194,0.375,1836,30.329268292682926,0.738,1029,2661,45.0,23.402439024390244,22.817073170731707,8.0,1246,5.560975609756097,106.60975609756098,4
1610612759,San Antonio,Spurs,1995-96,82,59,23,0.72,2,1,5,5,14,7,N/A,3148,80.51219512195122,0.477,518,16.097560975609756,0.392,1663,27.573170731707318,0.736,937,2586,42.96341463414634,24.926829268292682,22.195121951219512,7.865853658536586,1195,6.536585365853658,103.3780487804878,6
