YEAR,WIN_PCT,FGA,FG_PCT,FG3A,FG3_PCT,FT_PCT,REB,AST,PF,STL,BLK,PTS
2003-04,0.744,88.17073170731707,0.462,23.60975609756097,0.401,0.796,45.573170731707314,26.24390243902439,25.5609756097561,9.695121951219512,6.951219512195122,105.1951219512195
2004-05,0.756,85.84146341463415,0.486,24.70731707317073,0.393,0.796,44.13414634146341,24.451219512195124,26.695121951219512,9.21951219512195,6.634146341463414,110.41463414634148
2005-06,0.78,87.40243902439025,0.479,25.57317073170732,0.399,0.806,43.08536585365854,26.57317073170732,26.304878048780488,10.024390243902438,6.134146341463414,108.36585365853658
2006-07,0.817,85.95121951219512,0.494,23.98780487804878,0.399,0.808,43.670731707317074,25.87804878048781,25.20731707317073,9.146341463414634,5.7560975609756095,110.20731707317071
2007-08,0.805,90.3170731707317,0.5,26.646341463414632,0.393,0.814,44.64634146341464,26.682926829268293,24.02439024390244,9.170731707317072,6.719512195121951,111.03658536585364
2008-09,0.805,86.47560975609755,0.504,27.853658536585368,0.397,0.824,43.926829268292686,24.682926829268293,24.21951219512195,8.768292682926829,6.426829268292683,109.4390243902439
2009-10,0.744,86.51219512195122,0.492,27.32926829268293,0.412,0.816,44.53658536585366,26.670731707317078,23.0,9.28048780487805,5.865853658536586,110.23170731707316
2010-11,0.756,85.9390243902439,0.486,25.646341463414632,0.397,0.823,44.40243902439025,23.841463414634145,22.74390243902439,9.402439024390244,6.121951219512195,107.45121951219512
2011-12,0.758,86.54545454545455,0.478,27.045454545454547,0.393,0.806,46.66666666666666,23.954545454545453,23.21212121212121,9.56060606060606,8.166666666666666,104.12121212121212
2012-13,0.805,87.76829268292683,0.496,28.914634146341463,0.403,0.828,45.851851851851855,25.09756097560976,22.390243902439025,9.560975609756095,7.609756097560975,106.14634146341464
2013-14,0.756,87.5,0.501,26.57317073170732,0.397,0.815,46.4390243902439,25.170731707317078,23.04878048780488,9.329268292682928,6.378048780487805,107.92682926829268
2014-15,0.817,87.9390243902439,0.478,32.68292682926829,0.398,0.801,47.51219512195122,27.414634146341463,22.951219512195124,9.621951219512194,6.219512195121951,109.95121951219512
2015-16,0.89,89.2439024390244,0.487,31.60975609756097,0.416,0.805,48.6219512195122,28.9390243902439,22.65853658536585,10.01219512195122,6.475609756097561,114.89024390243902
2016-17,0.817,88.8048780487805,0.495,40.31707317073171,0.391,0.815,46.6219512195122,30.37804878048781,24.75609756097561,9.573170731707316,6.7682926829268295,115.89024390243902
2017-18,0.793,88.84146341463415,0.503,42.31707317073171,0.391,0.815,47.426829268292686,29.29268292682927,23.170731707317078,9.060975609756095,7.463414634146342,113.46341463414636
2018-19,0.732,93.97560975609755,0.491,45.3780487804878,0.392,0.819,49.73170731707317,29.42682926829268,23.5609756097561,9.341463414634148,6.402439024390244,118.1219512195122
2019-20,0.767,91.640625,0.48,45.29166666666666,0.38,0.834,51.6986301369863,27.21917808219178,23.104477611940297,10.03076923076923,6.591549295774648,118.67123287671232
2020-21,0.722,91.80555555555556,0.494,43.02777777777778,0.411,0.839,48.25,27.65277777777778,21.59722222222222,9.09722222222222,6.388888888888889,120.125
2021-22,0.78,94.3780487804878,0.485,41.29268292682927,0.379,0.821,49.170731707317074,28.07317073170732,21.9390243902439,9.75609756097561,6.5,115.9390243902439
2022-23,0.707,92.59756097560977,0.504,43.170731707317074,0.387,0.835,48.63414634146341,29.82926829268293,22.10975609756097,9.414634146341465,6.170731707317073,120.70731707317071
2023-24,1.0,95.5,0.512,43.66666666666666,0.42,0.843,51.8,30.83333333333333,25.714285714285715,11.2,7.4,126.4
